tracking_id,timestamp,state,city,area,category,severity_reported,description,image_ref,status,admin_remarks,ai_category,ai_severity,ai_priority_score,ai_confidence,ai_reasoning,cluster_flag
G1H2J3K4,2026-01-17 13:55:15,Andhra Pradesh,Guntur,Arundelpet,Safety,Low,CCTV not working,None,Open,,Safety,Low,2,0.83,Classified as 'Safety'. Severity 'Low' based on keywords.,False
L5Z6X7C8,2025-12-05 03:20:40,Arunachal Pradesh,Itanagar,Bank Tinali,Internet,Critical,Slow internet speed,None,In Progress,,Internet,Critical,10,0.87,Classified as 'Internet'. Severity 'Critical' based on keywords. [⚠ AI BURST: 6 reports in Itanagar] [⚠ AI BURST: 6 reports in Itanagar],True
V9B0N1M2,2026-01-29 17:45:05,Assam,Silchar,Central Road,Electricity,Medium,Transformer sparking,None,Rejected,,Electricity,Medium,5,0.92,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
Q3W4E5R6,2025-11-19 08:10:30,Bihar,Patna,Fraser Road,Road,High,Huge pothole on main street,None,Resolved,,Road,High,8,0.91,Classified as 'Road'. Severity 'High' based on keywords.,False
T7Y8U9I0,2026-02-09 21:35:55,Chhattisgarh,Bhilai,Civic Center,Sanitation,Low,Sewage blockage,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 4 reports in Bhilai] [⚠ AI BURST: 4 reports in Bhilai],True
O1P2A3S4,2025-12-24 12:00:20,Goa,Panaji,18th June Road,Water,Medium,Dirty water supply,None,In Progress,,Water,Critical,10,0.9,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in Panaji] [⚠ AI BURST: 5 reports in Panaji],True
D5F6G7H8,2026-01-08 00:25:45,Gujarat,Ahmedabad,CG Road,Other,Critical,Tree fallen on road,None,Rejected,,Other,Critical,10,0.84,Classified as 'Other'. Severity 'Critical' based on keywords.,False
J9K0L1Z2,2025-11-28 14:50:10,Haryana,Faridabad,Sector 15,Traffic,Low,Accident prone junction,None,Resolved,,Traffic,Low,2,0.86,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
X3C4V5B6,2026-01-19 05:15:35,Himachal Pradesh,Shimla,Lower Bazar,Safety,High,Suspicious activity reported,None,Open,,Safety,Critical,10,0.95,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Shimla] [⚠ AI BURST: 8 reports in Shimla],True
N7M8Q9W2,2025-12-10 19:40:00,Jammu and Kashmir,Jammu,Residency Road,Internet,Medium,Connectivity lost,None,In Progress,,Internet,Critical,10,0.88,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Jammu] [⚠ AI BURST: 6 reports in Jammu],True
E4R5T6Y7,2026-02-06 10:05:25,Jharkhand,Ranchi,Kutchery Road,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.89,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
U8I9O0P1,2025-11-21 23:30:50,Karnataka,Bengaluru,Brigade Road,Road,Critical,Road surface uneven,None,Resolved,,Road,Critical,10,0.97,Classified as 'Road'. Severity 'Critical' based on keywords.,False
A1S2D3F4,2026-01-13 10:55:15,Kerala,Thiruvananthapuram,MG Road,Sanitation,High,Overflowing dustbins,None,Open,,Sanitation,Critical,10,0.94,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 5 reports in Thiruvananthapuram] [⚠ AI BURST: 5 reports in Thiruvananthapuram],True
G5H6J7K8,2025-12-30 01:20:40,Madhya Pradesh,Indore,Rajwada,Water,Low,Pipeline burst flooding street,None,In Progress,,Water,Critical,10,0.83,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 4 reports in Indore] [⚠ AI BURST: 4 reports in Indore],True
L9Z8X7C6,2026-02-11 15:45:05,Maharashtra,Pune,FC Road,Other,Medium,Graffiti on walls,None,Rejected,,Other,Medium,5,0.81,Classified as 'Other'. Severity 'Medium' based on keywords.,False
V5B4N3M2,2025-11-26 06:10:30,Manipur,Imphal,Thangal Bazar,Traffic,Critical,Illegal parking blocking way,None,Resolved,,Traffic,Critical,10,0.92,Classified as 'Traffic'. Severity 'Critical' based on keywords.,False
Q1W2E3R4,2026-01-15 20:35:55,Meghalaya,Shillong,Bara Bazar,Safety,Low,Chain snatching incident,None,Open,,Safety,Critical,10,0.85,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Shillong] [⚠ AI BURST: 8 reports in Shillong],True
T5Y6U7I8,2025-12-09 09:00:20,Mizoram,Aizawl,Bara Bazar,Internet,High,Router issue in park,None,In Progress,,Internet,Critical,10,0.96,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
O9P0A1S2,2026-01-25 21:25:45,Nagaland,Dimapur,Hong Kong Market,Electricity,Medium,Street lights not working,None,Rejected,,Electricity,Medium,5,0.87,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
D3F4G5H6,2025-11-22 13:50:10,Odisha,Bhubaneswar,Master Canteen,Road,Low,Road caved in due to rain,None,Resolved,,Road,Low,2,0.84,Classified as 'Road'. Severity 'Low' based on keywords.,False
J7K8L9Z0,2026-02-08 04:15:35,Punjab,Amritsar,Hall Bazar,Sanitation,Critical,Foul smell in area,None,Open,,Sanitation,Critical,10,0.98,Classified as 'Sanitation'. Severity 'Critical' based on keywords. [⚠ AI BURST: 6 reports in Amritsar] [⚠ AI BURST: 6 reports in Amritsar],True
X1C2V3B4,2025-12-16 16:40:00,Rajasthan,Jodhpur,Clock Tower,Water,High,No water for 2 days,None,In Progress,,Water,High,8,0.93,Classified as 'Water'. Severity 'High' based on keywords.,False
N5M6Q7W8,2026-01-07 07:05:25,Sikkim,Gangtok,Deorali,Other,Low,Illegal construction,None,Rejected,,Other,Low,2,0.82,Classified as 'Other'. Severity 'Low' based on keywords.,False
E9R0T1Y2,2025-11-28 20:30:50,Tamil Nadu,Chennai,Anna Nagar,Traffic,Medium,Need speed breaker,None,Resolved,,Traffic,Medium,5,0.88,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
U3I4O5P6,2026-01-20 11:55:15,Telangana,Hyderabad,Banjara Hills,Safety,High,Stray dogs attacking,None,Open,,Safety,Critical,10,0.89,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Hyderabad] [⚠ AI BURST: 8 reports in Hyderabad],True
A7S8D9F0,2025-12-06 02:20:40,Tripura,Agartala,Kaman Chowmuhani,Internet,Low,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.85,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Agartala] [⚠ AI BURST: 8 reports in Agartala],True
G1H2J3K4,2026-02-12 14:45:05,Uttar Pradesh,Lucknow,Hazratganj,Electricity,Critical,Frequent power cuts,None,Rejected,,Electricity,Critical,10,0.9,Classified as 'Electricity'. Severity 'Critical' based on keywords.,False
L5Z6X7C8,2025-11-24 05:10:30,Uttarakhand,Nainital,Mall Road,Road,High,Street light pole damaged,None,Resolved,,Road,High,8,0.94,Classified as 'Road'. Severity 'High' based on keywords.,False
V9B0N1M2,2026-01-16 18:35:55,West Bengal,Howrah,Howrah Maidan,Sanitation,Low,Dead animal on road,None,Open,,Sanitation,Critical,10,0.92,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 6 reports in Howrah] [⚠ AI BURST: 6 reports in Howrah],True
Q3W4E5R6,2025-12-11 08:00:20,Delhi,North Delhi,Kamla Nagar,Water,Medium,Low pressure in taps,None,In Progress,,Water,Critical,10,0.87,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in North Delhi] [⚠ AI BURST: 5 reports in North Delhi],True
T7Y8U9I0,2026-02-04 22:25:45,Puducherry,Puducherry,Grand Bazar,Other,High,Public park maintenance needed,None,Rejected,,Other,High,8,0.81,Classified as 'Other'. Severity 'High' based on keywords.,False
O1P2A3S4,2025-11-20 12:50:10,Ladakh,Kargil,Main Bazar,Traffic,Low,Traffic signal broken,None,Resolved,,Traffic,Low,2,0.86,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
D5F6G7H8,2026-01-05 03:15:35,Andhra Pradesh,Nellore,Gandhi Nagar,Safety,Critical,CCTV not working,None,Open,,Safety,Critical,10,0.85,Classified as 'Safety'. Severity 'Critical' based on keywords. [⚠ AI BURST: 4 reports in Nellore] [⚠ AI BURST: 4 reports in Nellore],True
J9K0L1Z2,2025-12-18 15:40:00,Arunachal Pradesh,Pasighat,Main Market,Internet,Medium,Fiber cable cut,None,In Progress,,Internet,Critical,10,0.91,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Pasighat] [⚠ AI BURST: 4 reports in Pasighat],True
X3C4V5B6,2026-02-02 06:05:25,Assam,Jorhat,Gar-Ali,Electricity,High,Voltage fluctuation,None,Rejected,,Electricity,High,8,0.93,Classified as 'Electricity'. Severity 'High' based on keywords.,False
N7M8Q9W2,2025-11-27 19:30:50,Bihar,Gaya,GB Road,Road,Low,Manhole cover missing,None,Resolved,,Road,Low,2,0.88,Classified as 'Road'. Severity 'Low' based on keywords.,False
E4R5T6Y7,2026-01-11 09:55:15,Chhattisgarh,Raipur,Pandri,Sanitation,Medium,Garbage not collected,None,Open,,Sanitation,Critical,10,0.95,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 11 reports in Raipur] [⚠ AI BURST: 11 reports in Raipur],True
U8I9O0P1,2025-12-25 00:20:40,Goa,Vasco da Gama,FL Gomes Road,Water,Critical,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.97,Classified as 'Water'. Severity 'Critical' based on keywords. [⚠ AI BURST: 9 reports in Vasco da Gama] [⚠ AI BURST: 9 reports in Vasco da Gama],True
A1S2D3F4,2026-02-09 12:45:05,Gujarat,Rajkot,Yagnik Road,Other,Low,Noise pollution,None,Rejected,,Other,Low,2,0.84,Classified as 'Other'. Severity 'Low' based on keywords.,False
G5H6J7K8,2025-11-23 03:10:30,Haryana,Panipat,GT Road,Traffic,High,Wrong side driving,None,Resolved,,Traffic,High,8,0.89,Classified as 'Traffic'. Severity 'High' based on keywords.,False
L9Z8X7C6,2026-01-18 17:35:55,Himachal Pradesh,Dharamshala,McLeod Ganj,Safety,Low,Suspicious activity reported,None,Open,,Safety,Critical,10,0.87,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 6 reports in Dharamshala] [⚠ AI BURST: 6 reports in Dharamshala],True
V5B4N3M2,2025-12-03 07:00:20,Jammu and Kashmir,Srinagar,Boulevard Road,Internet,Medium,Connectivity lost,None,In Progress,,Internet,Critical,10,0.92,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 9 reports in Srinagar] [⚠ AI BURST: 9 reports in Srinagar],True
Q1W2E3R4,2026-01-27 21:25:45,Jharkhand,Dhanbad,Bank More,Electricity,Critical,Transformer sparking,None,Rejected,,Electricity,Critical,10,0.95,Classified as 'Electricity'. Severity 'Critical' based on keywords.,False
T5Y6U7I8,2025-11-19 11:50:10,Karnataka,Hubballi,Koppikar Road,Road,Low,Road surface uneven,None,Resolved,,Road,Low,2,0.86,Classified as 'Road'. Severity 'Low' based on keywords.,False
O9P0A1S2,2026-01-04 02:15:35,Kerala,Kozhikode,SM Street,Sanitation,High,Sewage blockage,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 3 reports in Kozhikode] [⚠ AI BURST: 3 reports in Kozhikode],True
D3F4G5H6,2025-12-14 16:40:00,Madhya Pradesh,Gwalior,Bada,Water,Medium,Dirty water supply,None,In Progress,,Water,Critical,10,0.91,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Gwalior] [⚠ AI BURST: 4 reports in Gwalior],True
J7K8L9Z0,2026-02-07 05:05:25,Maharashtra,Aurangabad,Nirala Bazar,Other,Critical,Illegal construction,None,Rejected,,Other,Critical,10,0.83,Classified as 'Other'. Severity 'Critical' based on keywords.,False
X1C2V3B4,2025-11-26 18:30:50,Manipur,Imphal,Thangal Bazar,Traffic,Low,Accident prone junction,None,Resolved,,Traffic,Low,2,0.85,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
N5M6Q7W8,2026-01-10 08:55:15,Meghalaya,Tura,Hawakhana,Safety,Medium,Dark alley unsafe at night,None,Open,,Safety,Critical,10,0.9,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 7 reports in Tura] [⚠ AI BURST: 7 reports in Tura],True
E9R0T1Y2,2025-12-21 23:20:40,Mizoram,Lunglei,Venglai,Internet,High,Slow internet speed,None,In Progress,,Internet,Critical,10,0.94,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 3 reports in Lunglei] [⚠ AI BURST: 3 reports in Lunglei],True
U3I4O5P6,2026-02-05 13:45:05,Nagaland,Dimapur,Circular Road,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.88,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
A7S8D9F0,2025-11-20 04:10:30,Odisha,Rourkela,Main Road,Road,Critical,Huge pothole on main street,None,Resolved,,Road,Critical,10,0.96,Classified as 'Road'. Severity 'Critical' based on keywords.,False
G1H2J3K4,2026-01-15 18:35:55,Punjab,Jalandhar,Rainak Bazar,Sanitation,Low,Dead animal on road,None,Open,,Sanitation,Critical,10,0.92,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in Jalandhar] [⚠ AI BURST: 5 reports in Jalandhar],True
L5Z6X7C8,2025-12-01 09:00:20,Rajasthan,Udaipur,Bapu Bazar,Water,High,Pipeline burst flooding street,None,In Progress,,Water,Critical,10,0.97,Classified as 'Water'. Severity 'High' based on keywords. [⚠ AI BURST: 5 reports in Udaipur] [⚠ AI BURST: 5 reports in Udaipur],True
V9B0N1M2,2026-02-12 21:25:45,Sikkim,Namchi,Central Park,Other,Medium,Graffiti on walls,None,Rejected,,Other,Medium,5,0.85,Classified as 'Other'. Severity 'Medium' based on keywords.,False
Q3W4E5R6,2025-11-24 10:50:10,Tamil Nadu,Madurai,Town Hall Road,Traffic,Critical,Illegal parking blocking way,None,Resolved,,Traffic,Critical,10,0.91,Classified as 'Traffic'. Severity 'Critical' based on keywords.,False
T7Y8U9I0,2026-01-08 01:15:35,Telangana,Warangal,Chowrastha,Safety,Low,Chain snatching incident,None,Open,,Safety,Critical,10,0.84,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in Warangal] [⚠ AI BURST: 5 reports in Warangal],True
O1P2A3S4,2025-12-17 13:40:00,Tripura,Udaipur,Central Road,Internet,Medium,Router issue in park,None,In Progress,,Internet,Critical,10,0.89,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Udaipur] [⚠ AI BURST: 6 reports in Udaipur],True
D5F6G7H8,2026-02-01 04:05:25,Uttar Pradesh,Ghaziabad,Turab Nagar,Electricity,High,Street lights not working,None,Rejected,,Electricity,High,8,0.91,Classified as 'Electricity'. Severity 'High' based on keywords.,False
J9K0L1Z2,2025-11-22 17:30:50,Uttarakhand,Haridwar,Upper Road,Road,Low,Street light pole damaged,None,Resolved,,Road,Low,2,0.87,Classified as 'Road'. Severity 'Low' based on keywords.,False
X3C4V5B6,2026-01-06 07:55:15,West Bengal,Siliguri,Sevoke Road,Sanitation,Critical,Overflowing dustbins,None,Open,,Sanitation,Critical,10,0.96,Classified as 'Sanitation'. Severity 'Critical' based on keywords. [⚠ AI BURST: 4 reports in Siliguri] [⚠ AI BURST: 4 reports in Siliguri],True
N7M8Q9W2,2025-12-19 22:20:40,Delhi,East Delhi,Laxmi Nagar,Water,Medium,No water for 2 days,None,In Progress,,Water,Critical,10,0.9,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 3 reports in East Delhi] [⚠ AI BURST: 3 reports in East Delhi],True
E4R5T6Y7,2026-02-03 12:45:05,Puducherry,Karaikal,Bharathiar Road,Other,Low,Public park maintenance needed,None,Rejected,,Other,Low,2,0.82,Classified as 'Other'. Severity 'Low' based on keywords.,False
U8I9O0P1,2025-11-21 03:10:30,Ladakh,Leh,Old Road,Traffic,High,Traffic signal broken,None,Resolved,,Traffic,High,8,0.88,Classified as 'Traffic'. Severity 'High' based on keywords.,False
A1S2D3F4,2026-01-16 16:35:55,Andhra Pradesh,Tirupati,Gandhi Road,Safety,Medium,Stray dogs attacking,None,Open,,Safety,Critical,10,0.86,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in Tirupati] [⚠ AI BURST: 5 reports in Tirupati],True
G5H6J7K8,2025-12-05 06:00:20,Arunachal Pradesh,Tawang,Nehru Market,Internet,Low,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.81,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 4 reports in Tawang] [⚠ AI BURST: 4 reports in Tawang],True
L9Z8X7C6,2026-02-09 18:25:45,Assam,Guwahati,Fancy Bazar,Electricity,Critical,Frequent power cuts,None,Rejected,,Electricity,Critical,10,0.92,Classified as 'Electricity'. Severity 'Critical' based on keywords.,False
V5B4N3M2,2025-11-25 08:50:10,Bihar,Bhagalpur,MP Dwivedi Road,Road,Medium,Manhole cover missing,None,Resolved,,Road,Medium,5,0.85,Classified as 'Road'. Severity 'Medium' based on keywords.,False
Q1W2E3R4,2026-01-09 23:15:35,Chhattisgarh,Raipur,Malviya Road,Sanitation,High,Foul smell in area,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 11 reports in Raipur] [⚠ AI BURST: 11 reports in Raipur],True
T5Y6U7I8,2025-12-12 11:40:00,Goa,Vasco da Gama,Swatantra Path,Water,Low,Low pressure in taps,None,In Progress,,Water,Critical,10,0.87,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 9 reports in Vasco da Gama] [⚠ AI BURST: 9 reports in Vasco da Gama],True
O9P0A1S2,2026-02-04 02:05:25,Gujarat,Surat,Ring Road,Other,Medium,Tree fallen on road,None,Rejected,,Other,Medium,5,0.84,Classified as 'Other'. Severity 'Medium' based on keywords.,False
D3F4G5H6,2025-11-23 15:30:50,Haryana,Gurugram,MG Road,Traffic,Low,Need speed breaker,None,Resolved,,Traffic,Low,2,0.86,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
J7K8L9Z0,2026-01-07 05:55:15,Himachal Pradesh,Manali,Mall Road,Safety,Critical,CCTV not working,None,Open,,Safety,Critical,10,0.94,Classified as 'Safety'. Severity 'Critical' based on keywords.,False
X1C2V3B4,2025-12-20 20:20:40,Jammu and Kashmir,Jammu,Vir Marg,Internet,High,Connectivity lost,None,In Progress,,Internet,Critical,10,0.95,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Jammu] [⚠ AI BURST: 6 reports in Jammu],True
N5M6Q7W8,2026-02-03 10:45:05,Jharkhand,Ranchi,Circular Road,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.83,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
E9R0T1Y2,2025-11-28 01:10:30,Karnataka,Mysuru,Devaraja Market,Road,Critical,Road caved in due to rain,None,Resolved,,Road,Critical,10,0.97,Classified as 'Road'. Severity 'Critical' based on keywords.,False
U3I4O5P6,2026-01-12 14:35:55,Kerala,Kochi,Broadway,Sanitation,Medium,Dead animal on road,None,Open,,Sanitation,Critical,10,0.91,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 8 reports in Kochi] [⚠ AI BURST: 8 reports in Kochi],True
A7S8D9F0,2025-12-23 04:00:20,Madhya Pradesh,Jabalpur,Sadar Bazar,Water,High,Pipeline burst flooding street,None,In Progress,,Water,High,8,0.96,Classified as 'Water'. Severity 'High' based on keywords.,False
G1H2J3K4,2026-02-06 16:25:45,Maharashtra,Nagpur,Sitabuldi,Other,Low,Graffiti on walls,None,Rejected,,Other,Low,2,0.85,Classified as 'Other'. Severity 'Low' based on keywords.,False
L5Z6X7C8,2025-11-19 06:50:10,Manipur,Imphal,BT Road,Traffic,Medium,Accident prone junction,None,Resolved,,Traffic,Medium,5,0.89,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
V9B0N1M2,2026-01-03 21:15:35,Meghalaya,Shillong,GS Road,Safety,High,Suspicious activity reported,None,Open,,Safety,Critical,10,0.92,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Shillong] [⚠ AI BURST: 8 reports in Shillong],True
Q3W4E5R6,2025-12-08 09:40:00,Mizoram,Aizawl,Temple Square,Internet,Low,Slow internet speed,None,In Progress,,Internet,Critical,10,0.79,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
T7Y8U9I0,2026-02-11 23:05:25,Nagaland,Dimapur,Church Road,Electricity,Critical,Transformer sparking,None,Rejected,,Electricity,Critical,10,0.91,Classified as 'Electricity'. Severity 'Critical' based on keywords.,False
O1P2A3S4,2025-11-26 13:30:50,Odisha,Bhubaneswar,Janpath,Road,Medium,Road surface uneven,None,Resolved,,Road,Medium,5,0.88,Classified as 'Road'. Severity 'Medium' based on keywords.,False
D5F6G7H8,2026-01-10 03:55:15,Punjab,Chandigarh,Sector 22,Sanitation,Low,Garbage not collected,None,Open,,Sanitation,Low,2,0.93,Classified as 'Sanitation'. Severity 'Low' based on keywords.,False
J9K0L1Z2,2025-12-22 18:20:40,Rajasthan,Ajmer,Madar Gate,Water,High,Dirty water supply,None,In Progress,,Water,High,8,0.9,Classified as 'Water'. Severity 'High' based on keywords.,False
X3C4V5B6,2026-02-05 08:45:05,Sikkim,Gangtok,New Market,Other,Critical,Illegal construction,None,Rejected,,Other,Critical,10,0.86,Classified as 'Other'. Severity 'Critical' based on keywords.,False
N7M8Q9W2,2025-11-24 23:10:30,Tamil Nadu,Salem,Omalur Main Road,Traffic,Low,Illegal parking blocking way,None,Resolved,,Traffic,Low,2,0.87,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
E4R5T6Y7,2026-01-08 11:35:55,Telangana,Hyderabad,Charminar,Safety,Medium,Dark alley unsafe at night,None,Open,,Safety,Critical,10,0.85,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 8 reports in Hyderabad] [⚠ AI BURST: 8 reports in Hyderabad],True
U8I9O0P1,2025-12-16 00:00:20,Tripura,Agartala,HG Basak Road,Internet,High,Fiber cable cut,None,In Progress,,Internet,Critical,10,0.94,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Agartala] [⚠ AI BURST: 8 reports in Agartala],True
A1S2D3F4,2026-01-30 14:25:45,Uttar Pradesh,Kanpur,Mall Road,Electricity,Low,Voltage fluctuation,None,Rejected,,Electricity,Low,2,0.88,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
G5H6J7K8,2025-11-18 04:50:10,Uttarakhand,Dehradun,Rajpur Road,Road,Critical,Street light pole damaged,None,Resolved,,Road,Critical,10,0.95,Classified as 'Road'. Severity 'Critical' based on keywords.,False
L9Z8X7C6,2026-01-02 19:15:35,West Bengal,Howrah,GT Road,Sanitation,Medium,Sewage blockage,None,Open,,Sanitation,Critical,10,0.91,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Howrah] [⚠ AI BURST: 6 reports in Howrah],True
V5B4N3M2,2025-12-04 07:40:00,Delhi,South Delhi,Hauz Khas,Water,Low,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.86,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in South Delhi] [⚠ AI BURST: 5 reports in South Delhi],True
Q1W2E3R4,2026-02-12 21:05:25,Puducherry,Puducherry,Jawaharlal Nehru St,Other,Medium,Public park maintenance needed,None,Rejected,,Other,Medium,5,0.83,Classified as 'Other'. Severity 'Medium' based on keywords.,False
T5Y6U7I8,2025-11-21 11:30:50,Ladakh,Kargil,Main Market,Traffic,High,Wrong side driving,None,Resolved,,Traffic,High,8,0.9,Classified as 'Traffic'. Severity 'High' based on keywords.,False
O9P0A1S2,2026-01-05 01:55:15,Andhra Pradesh,Visakhapatnam,Jagadamba Centre,Safety,Low,Stray dogs attacking,None,Open,,Safety,Low,2,0.89,Classified as 'Safety'. Severity 'Low' based on keywords.,False
D3F4G5H6,2025-12-19 16:20:40,Arunachal Pradesh,Itanagar,Ganga Market,Internet,Medium,Router issue in park,None,In Progress,,Internet,Critical,10,0.82,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Itanagar] [⚠ AI BURST: 6 reports in Itanagar],True
J7K8L9Z0,2026-02-02 06:45:05,Assam,Guwahati,Paltan Bazar,Electricity,Critical,Street lights not working,None,Rejected,,Electricity,Critical,10,0.93,Classified as 'Electricity'. Severity 'Critical' based on keywords.,False
X1C2V3B4,2025-11-27 20:10:30,Bihar,Muzaffarpur,Saraiyaganj,Road,Low,Manhole cover missing,None,Resolved,,Road,Low,2,0.84,Classified as 'Road'. Severity 'Low' based on keywords.,False
N5M6Q7W8,2026-01-11 09:35:55,Chhattisgarh,Raipur,GE Road,Sanitation,High,Overflowing dustbins,None,Open,,Sanitation,Critical,10,0.92,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 11 reports in Raipur] [⚠ AI BURST: 11 reports in Raipur],True
E9R0T1Y2,2025-12-05 22:00:20,Goa,Vasco da Gama,Swatantra Path,Water,Medium,No water for 2 days,None,In Progress,,Water,Critical,10,0.91,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 9 reports in Vasco da Gama] [⚠ AI BURST: 9 reports in Vasco da Gama],True
U3I4O5P6,2026-02-07 12:25:45,Gujarat,Rajkot,Dr Yagnik Road,Other,Low,Noise pollution,None,Rejected,,Other,Low,2,0.87,Classified as 'Other'. Severity 'Low' based on keywords.,False
A7S8D9F0,2025-11-29 02:50:10,Haryana,Ambala,Sadar Bazar,Traffic,Medium,Traffic signal broken,None,Resolved,,Traffic,Medium,5,0.89,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
G1H2J3K4,2026-01-13 17:15:35,Himachal Pradesh,Dharamshala,Kotwali Bazar,Safety,High,Chain snatching incident,None,Open,,Safety,Critical,10,0.94,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Dharamshala] [⚠ AI BURST: 6 reports in Dharamshala],True
L5Z6X7C8,2025-12-25 05:40:00,Jammu and Kashmir,Jammu,Gummat,Internet,Critical,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.88,Classified as 'Internet'. Severity 'Critical' based on keywords. [⚠ AI BURST: 6 reports in Jammu] [⚠ AI BURST: 6 reports in Jammu],True
V9B0N1M2,2026-02-08 19:05:25,Jharkhand,Dhanbad,Bank More,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.85,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
Q3W4E5R6,2025-11-22 09:30:50,Karnataka,Bengaluru,Commercial Street,Road,Medium,Road surface uneven,None,Resolved,,Road,Medium,5,0.9,Classified as 'Road'. Severity 'Medium' based on keywords.,False
